#Vega Scene - Grønt tak, 6.96.0, Nedbør, dogn
Tidspunkt;Nedbør (mm);Korrigert;Kontrollert
2023-05-28 23:00:00Z;0,07999998;0;1
2023-05-29 23:00:00Z;0;0;1
2023-05-30 23:00:00Z;0;0;1
2023-05-31 23:00:00Z;0,04;0;1
2023-06-01 23:00:00Z;0,61;0;1
2023-06-02 23:00:00Z;0;0;1
2023-06-03 23:00:00Z;0;0;1
2023-06-04 23:00:00Z;0;0;1
2023-06-05 23:00:00Z;0;0;1
2023-06-06 23:00:00Z;0;0;1
2023-06-07 23:00:00Z;0;0;1
2023-06-08 23:00:00Z;0,85;0;1
2023-06-09 23:00:00Z;0;0;1
2023-06-10 23:00:00Z;0;0;1
2023-06-11 23:00:00Z;0;0;1
2023-06-12 23:00:00Z;0;0;1
2023-06-13 23:00:00Z;0;0;1
2023-06-14 23:00:00Z;0;0;1
2023-06-15 23:00:00Z;0;0;1
2023-06-16 23:00:00Z;0;0;1
2023-06-17 23:00:00Z;0;0;1
2023-06-18 23:00:00Z;0,49;0;1
2023-06-19 23:00:00Z;0,61;0;1
2023-06-20 23:00:00Z;-10000000000;0;1
2023-06-21 23:00:00Z;12,97;0;1
2023-06-22 23:00:00Z;-10000000000;0;1
2023-06-23 23:00:00Z;0;0;1
2023-06-24 23:00:00Z;0,04;0;1
2023-06-25 23:00:00Z;0;0;1
2023-06-26 23:00:00Z;11,20001;0;1
2023-06-27 23:00:00Z;1,74;0;1
2023-06-28 23:00:00Z;0;0;1
2023-06-29 23:00:00Z;0,34;0;1
2023-06-30 23:00:00Z;3,74;0;1
2023-07-01 23:00:00Z;0;0;1
2023-07-02 23:00:00Z;12,02;0;1
2023-07-03 23:00:00Z;0,8600001;0;1
2023-07-04 23:00:00Z;0,12;0;1
2023-07-05 23:00:00Z;0,31;0;1
2023-07-06 23:00:00Z;12,49;0;1
2023-07-07 23:00:00Z;1,94;0;1
2023-07-08 23:00:00Z;0;0;1
2023-07-09 23:00:00Z;0;0;1
2023-07-10 23:00:00Z;0;0;1
2023-07-11 23:00:00Z;13,79;0;1
2023-07-12 23:00:00Z;3,69;0;1
2023-07-13 23:00:00Z;1,75;0;1
2023-07-14 23:00:00Z;0;0;1
2023-07-15 23:00:00Z;7,539999;0;1
2023-07-16 23:00:00Z;13,39;0;1
2023-07-17 23:00:00Z;1,19;0;1
2023-07-18 23:00:00Z;0;0;1
2023-07-19 23:00:00Z;1,79;0;1
2023-07-20 23:00:00Z;5,780003;0;1
2023-07-21 23:00:00Z;0,19;0;1
2023-07-22 23:00:00Z;3,839998;0;1
2023-07-23 23:00:00Z;0,46;0;1
2023-07-24 23:00:00Z;20,78;0;1
2023-07-25 23:00:00Z;0,62;0;1
2023-07-26 23:00:00Z;0,64;0;1
2023-07-27 23:00:00Z;0;0;1
2023-07-28 23:00:00Z;1,73;0;1
2023-07-29 23:00:00Z;0;0;1
2023-07-30 23:00:00Z;13,9;0;1
2023-07-31 23:00:00Z;5,380001;0;1
2023-08-01 23:00:00Z;0;0;1
2023-08-02 23:00:00Z;7,190001;0;1
2023-08-03 23:00:00Z;2,29;0;1
2023-08-04 23:00:00Z;0;0;1
2023-08-05 23:00:00Z;16,60001;0;1
2023-08-06 23:00:00Z;2,07;0;1
2023-08-07 23:00:00Z;54,69001;0;1
2023-08-08 23:00:00Z;3,469999;0;1
2023-08-09 23:00:00Z;0,9899999;0;1
2023-08-10 23:00:00Z;0;0;1
2023-08-11 23:00:00Z;0,17;0;1
2023-08-12 23:00:00Z;3,549999;0;1
2023-08-13 23:00:00Z;7,039999;0;1
2023-08-14 23:00:00Z;-10000000000;0;1
2023-08-15 23:00:00Z;6,680004;0;1
2023-08-16 23:00:00Z;0;0;1
2023-08-17 23:00:00Z;0,009999998;0;1
2023-08-18 23:00:00Z;0,9800001;0;1
2023-08-19 23:00:00Z;3,339999;0;1
2023-08-20 23:00:00Z;42,76003;0;1
2023-08-21 23:00:00Z;0;0;1
2023-08-22 23:00:00Z;0;0;1
2023-08-23 23:00:00Z;-10000000000;0;1
2023-08-24 23:00:00Z;0;0;1
2023-08-25 23:00:00Z;2,3;0;1
2023-08-26 23:00:00Z;39,64003;0;1
2023-08-27 23:00:00Z;30,33999;0;1
2023-08-28 23:00:00Z;6,93;0;1
2023-08-29 23:00:00Z;0;0;1
2023-08-30 23:00:00Z;0;0;1
2023-08-31 23:00:00Z;0;0;1
2023-09-01 23:00:00Z;-10000000000;0;1
2023-09-02 23:00:00Z;0;0;1
2023-09-03 23:00:00Z;0;0;1
2023-09-04 23:00:00Z;0;0;1
2023-09-05 23:00:00Z;0;0;1
2023-09-06 23:00:00Z;0;0;1
2023-09-07 23:00:00Z;0;0;1
2023-09-08 23:00:00Z;0;0;1
2023-09-09 23:00:00Z;0;0;1
2023-09-10 23:00:00Z;0;0;1
2023-09-11 23:00:00Z;0;0;1
2023-09-12 23:00:00Z;0;0;1
2023-09-13 23:00:00Z;-10000000000;0;1
2023-09-14 23:00:00Z;0,22;0;1
2023-09-15 23:00:00Z;4,079998;0;1
2023-09-16 23:00:00Z;1,59;0;1
2023-09-17 23:00:00Z;0;0;1
2023-09-18 23:00:00Z;-10000000000;0;1
2023-09-19 23:00:00Z;8,880001;0;1
2023-09-20 23:00:00Z;-10000000000;0;1
2023-09-21 23:00:00Z;11,19001;0;1
2023-09-22 23:00:00Z;22,67997;0;1
2023-09-23 23:00:00Z;0;0;1
2023-09-24 23:00:00Z;0;0;1
2023-09-25 23:00:00Z;2,969999;0;1
2023-09-26 23:00:00Z;-10000000000;0;1
2023-09-27 23:00:00Z;2,459999;0;1
2023-09-28 23:00:00Z;4,700002;0;1
2023-09-29 23:00:00Z;0,27;0;1
2023-09-30 23:00:00Z;0;0;1
2023-10-01 23:00:00Z;0;0;1
2023-10-02 23:00:00Z;0,61;0;1
2023-10-03 23:00:00Z;0;0;1
2023-10-04 23:00:00Z;0;0;1
2023-10-05 23:00:00Z;0,009999998;0;1
2023-10-06 23:00:00Z;6,88001;0;1
2023-10-07 23:00:00Z;0;0;1
2023-10-08 23:00:00Z;0;0;1
2023-10-09 23:00:00Z;0;0;1
2023-10-10 23:00:00Z;3,789998;0;1
2023-10-11 23:00:00Z;0,02;0;1
2023-10-12 23:00:00Z;0,26;0;1
2023-10-13 23:00:00Z;7,660006;0;1
2023-10-14 23:00:00Z;0,05;0;1
2023-10-15 23:00:00Z;0;0;1
2023-10-16 23:00:00Z;0;0;1
2023-10-17 23:00:00Z;0;0;1
2023-10-18 23:00:00Z;0;0;1
2023-10-19 23:00:00Z;0,9099999;0;1
2023-10-20 23:00:00Z;4,080001;0;1
2023-10-21 23:00:00Z;3,37;0;1
2023-10-22 23:00:00Z;1,08;0;1
2023-10-23 23:00:00Z;0;0;1
2023-10-24 23:00:00Z;0,04;0;1
2023-10-25 23:00:00Z;0,55;0;1
2023-10-26 23:00:00Z;0,02;0;1
2023-10-27 23:00:00Z;0,02;0;1
2023-10-28 23:00:00Z;0,04;0;1
2023-10-29 23:00:00Z;0,3;0;1
2023-10-30 23:00:00Z;4,65;0;1
2023-10-31 23:00:00Z;-10000000000;0;1
2023-11-01 23:00:00Z;0;0;1
2023-11-02 23:00:00Z;13,41;0;1
2023-11-03 23:00:00Z;17,76999;0;1
2023-11-04 23:00:00Z;0,29;0;1
2023-11-05 23:00:00Z;0,53;0;1
2023-11-06 23:00:00Z;15,96;0;1
2023-11-07 23:00:00Z;4,189998;0;1
2023-11-08 23:00:00Z;0;0;1
2023-11-09 23:00:00Z;6,200006;0;1
2023-11-10 23:00:00Z;0,03;0;1
2023-11-11 23:00:00Z;0,09;0;1
2023-11-12 23:00:00Z;0,11;0;1
2023-11-13 23:00:00Z;0,03;0;1
2023-11-14 23:00:00Z;0,05999999;0;1
2023-11-15 23:00:00Z;0,009999998;0;1
2023-11-16 23:00:00Z;0;0;1
2023-11-17 23:00:00Z;0;0;1
2023-11-18 23:00:00Z;0;0;1
2023-11-19 23:00:00Z;0,14;0;1
2023-11-20 23:00:00Z;0,1;0;1
2023-11-21 23:00:00Z;0;0;1
2023-11-22 23:00:00Z;1,66;0;1
2023-11-23 23:00:00Z;0,02;0;1
2023-11-24 23:00:00Z;0,7699999;0;1
2023-11-25 23:00:00Z;0,02;0;1
2023-11-26 23:00:00Z;0;0;1
2023-11-27 23:00:00Z;0,4;0;1
2023-11-28 23:00:00Z;0,6;0;1
2023-11-29 23:00:00Z;2,7;0;1
2023-11-30 23:00:00Z;0;0;1
2023-12-01 23:00:00Z;0;0;1
2023-12-02 23:00:00Z;0;0;1
2023-12-03 23:00:00Z;-10000000000;0;1
2023-12-04 23:00:00Z;0;0;1
2023-12-05 23:00:00Z;0;0;1
2023-12-06 23:00:00Z;0,49;0;1
2023-12-07 23:00:00Z;0,32;0;1
2023-12-08 23:00:00Z;0,05000001;0;1
2023-12-09 23:00:00Z;4,099998;0;1
2023-12-10 23:00:00Z;1,47;0;1
2023-12-11 23:00:00Z;0,12;0;1
2023-12-12 23:00:00Z;0;0;1
2023-12-13 23:00:00Z;0;0;1
2023-12-14 23:00:00Z;0,09;0;1
2023-12-15 23:00:00Z;0;0;1
2023-12-16 23:00:00Z;0,16;0;1
2023-12-17 23:00:00Z;0;0;1
2023-12-18 23:00:00Z;2,499999;0;1
2023-12-19 23:00:00Z;0;0;1
2023-12-20 23:00:00Z;0,3;0;1
2023-12-21 23:00:00Z;5,02;0;1
2023-12-22 23:00:00Z;0,33;0;1
2023-12-23 23:00:00Z;0;0;1
2023-12-24 23:00:00Z;1,85;0;1
2023-12-25 23:00:00Z;3,069998;0;1
2023-12-26 23:00:00Z;0;0;1
2023-12-27 23:00:00Z;0;0;1
2023-12-28 23:00:00Z;2,1;0;1
2023-12-29 23:00:00Z;5,660004;0;1
2023-12-30 23:00:00Z;0,23;0;1
2023-12-31 23:00:00Z;1,46;0;1
2024-01-01 23:00:00Z;5,090001;0;1
2024-01-02 23:00:00Z;2,35;0;1
2024-01-03 23:00:00Z;4,12;0;1
2024-01-04 23:00:00Z;-10000000000;0;1
2024-01-05 23:00:00Z;0;0;1
2024-01-06 23:00:00Z;0;0;1
2024-01-07 23:00:00Z;0;0;1
2024-01-08 23:00:00Z;0;0;1
2024-01-09 23:00:00Z;0;0;1
2024-01-10 23:00:00Z;0;0;1
2024-01-11 23:00:00Z;0;0;1
2024-01-12 23:00:00Z;0;0;1
2024-01-13 23:00:00Z;0;0;1
2024-01-14 23:00:00Z;5,82;0;1
2024-01-15 23:00:00Z;0,6299999;0;1
2024-01-16 23:00:00Z;2,639999;0;1
2024-01-17 23:00:00Z;6,77;0;1
2024-01-18 23:00:00Z;0;0;1
2024-01-19 23:00:00Z;0;0;1
2024-01-20 23:00:00Z;0,9299999;0;1
2024-01-21 23:00:00Z;3,759997;0;1
2024-01-22 23:00:00Z;8,910006;0;1
2024-01-23 23:00:00Z;0,7199999;0;1
2024-01-24 23:00:00Z;6,960002;0;1
2024-01-25 23:00:00Z;0;0;1
2024-01-26 23:00:00Z;11,16001;0;1
2024-01-27 23:00:00Z;0;0;1
2024-01-28 23:00:00Z;0,16;0;1
2024-01-29 23:00:00Z;0;0;1
2024-01-30 23:00:00Z;4,059996;0;1
2024-01-31 23:00:00Z;0,9799998;0;1
2024-02-01 23:00:00Z;0,009999998;0;1
2024-02-02 23:00:00Z;5,830006;0;1
2024-02-03 23:00:00Z;0,22;0;1
2024-02-04 23:00:00Z;0;0;1
2024-02-05 23:00:00Z;0;0;1
2024-02-06 23:00:00Z;0,05;0;1
2024-02-07 23:00:00Z;0;0;1
2024-02-08 23:00:00Z;0;0;1
2024-02-09 23:00:00Z;0,08999997;0;1
2024-02-10 23:00:00Z;1,09;0;1
2024-02-11 23:00:00Z;0,24;0;1
2024-02-12 23:00:00Z;7,250011;0;1
2024-02-13 23:00:00Z;3,009999;0;1
2024-02-14 23:00:00Z;0,24;0;1
2024-02-15 23:00:00Z;3,929997;0;1
2024-02-16 23:00:00Z;24,97991;0;1
2024-02-17 23:00:00Z;0;0;1
2024-02-18 23:00:00Z;2,45;0;1
2024-02-19 23:00:00Z;0,05000001;0;1
2024-02-20 23:00:00Z;2,06;0;1
2024-02-21 23:00:00Z;0;0;1
2024-02-22 23:00:00Z;8,980014;0;1
2024-02-23 23:00:00Z;8,260006;0;1
2024-02-24 23:00:00Z;3,669999;0;1
2024-02-25 23:00:00Z;1,78;0;1
2024-02-26 23:00:00Z;0;0;1
2024-02-27 23:00:00Z;0;0;1
2024-02-28 23:00:00Z;0;0;1
2024-02-29 23:00:00Z;0;0;1
2024-03-01 23:00:00Z;0;0;1
2024-03-02 23:00:00Z;0;0;1
2024-03-03 23:00:00Z;0;0;1
2024-03-04 23:00:00Z;0;0;1
2024-03-05 23:00:00Z;0;0;1
2024-03-06 23:00:00Z;0;0;1
2024-03-07 23:00:00Z;0;0;1
2024-03-08 23:00:00Z;0;0;1
2024-03-09 23:00:00Z;0;0;1
2024-03-10 23:00:00Z;0;0;1
2024-03-11 23:00:00Z;0;0;1
2024-03-12 23:00:00Z;0;0;1
2024-03-13 23:00:00Z;0;0;1
2024-03-14 23:00:00Z;0;0;1
2024-03-15 23:00:00Z;0;0;1
2024-03-16 23:00:00Z;0;0;1
2024-03-17 23:00:00Z;0;0;1
2024-03-18 23:00:00Z;0;0;1
2024-03-19 23:00:00Z;0;0;1
2024-03-20 23:00:00Z;0;0;1
2024-03-21 23:00:00Z;0;0;1
2024-03-22 23:00:00Z;0;0;1
2024-03-23 23:00:00Z;0;0;1
2024-03-24 23:00:00Z;0;0;1
2024-03-25 23:00:00Z;0;0;1
2024-03-26 23:00:00Z;0;0;1
2024-03-27 23:00:00Z;0;0;1
2024-03-28 23:00:00Z;0;0;1
2024-03-29 23:00:00Z;0;0;1
2024-03-30 23:00:00Z;0;0;1
2024-03-31 23:00:00Z;0;0;1
2024-04-01 23:00:00Z;0;0;1
2024-04-02 23:00:00Z;0;0;1
2024-04-03 23:00:00Z;0;0;1
2024-04-04 23:00:00Z;0;0;1
2024-04-05 23:00:00Z;0;0;1
2024-04-06 23:00:00Z;0;0;1
2024-04-07 23:00:00Z;0;0;1
2024-04-08 23:00:00Z;0;0;1
2024-04-09 23:00:00Z;0;0;1
2024-04-10 23:00:00Z;0;0;1
2024-04-11 23:00:00Z;0;0;1
2024-04-12 23:00:00Z;0;0;1
2024-04-13 23:00:00Z;0;0;1
2024-04-14 23:00:00Z;0,24;0;1
2024-04-15 23:00:00Z;-10000000000;0;1
2024-04-16 23:00:00Z;-10000000000;0;1
2024-04-17 23:00:00Z;0,4899999;0;1
2024-04-18 23:00:00Z;2,37;0;1
2024-04-19 23:00:00Z;2,08;0;1
2024-04-20 23:00:00Z;0,92;0;1
2024-04-21 23:00:00Z;1,11;0;1
2024-04-22 23:00:00Z;0;0;1
2024-04-23 23:00:00Z;0,29;0;1
2024-04-24 23:00:00Z;0,8999998;0;1
2024-04-25 23:00:00Z;0,37;0;1
2024-04-26 23:00:00Z;0,08000001;0;1
2024-04-27 23:00:00Z;0;0;1
2024-04-28 23:00:00Z;5,090003;0;1
2024-04-29 23:00:00Z;1,53;0;1
2024-04-30 23:00:00Z;0;0;1
2024-05-01 23:00:00Z;-10000000000;0;1
2024-05-02 23:00:00Z;0,09999999;0;1
2024-05-03 23:00:00Z;0;0;1
2024-05-04 23:00:00Z;0;0;1
2024-05-05 23:00:00Z;0;0;1
2024-05-06 23:00:00Z;0,17;0;1
2024-05-07 23:00:00Z;0;0;1
2024-05-08 23:00:00Z;0;0;1
2024-05-09 23:00:00Z;1,45;0;1
2024-05-10 23:00:00Z;0,17;0;1
2024-05-11 23:00:00Z;0;0;1
2024-05-12 23:00:00Z;0;0;1
2024-05-13 23:00:00Z;0;0;1
2024-05-14 23:00:00Z;0;0;1
2024-05-15 23:00:00Z;0;0;1
2024-05-16 23:00:00Z;0,009999998;0;1
2024-05-17 23:00:00Z;0;0;1
2024-05-18 23:00:00Z;0;0;1
2024-05-19 23:00:00Z;0,54;0;1
2024-05-20 23:00:00Z;0,2;0;1
2024-05-21 23:00:00Z;0;0;1
2024-05-22 23:00:00Z;0,04;0;1
2024-05-23 23:00:00Z;0;0;1
2024-05-24 23:00:00Z;0;0;1
2024-05-25 23:00:00Z;0;0;1
2024-05-26 23:00:00Z;3,970001;0;1
2024-05-27 23:00:00Z;25,84;0;1
2024-05-28 23:00:00Z;14,62;0;1
2024-05-29 23:00:00Z;0;0;1
2024-05-30 23:00:00Z;2,529999;0;1
2024-05-31 23:00:00Z;0,23;0;1
2024-06-01 23:00:00Z;-10000000000;0;1
2024-06-02 23:00:00Z;0;0;1
2024-06-03 23:00:00Z;0,03;0;1
2024-06-04 23:00:00Z;0,27;0;1
2024-06-05 23:00:00Z;24,08001;0;1
2024-06-06 23:00:00Z;7,420001;0;1
2024-06-07 23:00:00Z;1,55;0;1
2024-06-08 23:00:00Z;8,060002;0;1
2024-06-09 23:00:00Z;0,6599999;0;1
2024-06-10 23:00:00Z;0,18;0;1
2024-06-11 23:00:00Z;0,89;0;1
2024-06-12 23:00:00Z;5,160002;0;1
2024-06-13 23:00:00Z;0,53;0;1
2024-06-14 23:00:00Z;0,42;0;1
2024-06-15 23:00:00Z;9,520007;0;1
2024-06-16 23:00:00Z;2,26;0;1
2024-06-17 23:00:00Z;7,130005;0;1
2024-06-18 23:00:00Z;4,159999;0;1
2024-06-19 23:00:00Z;3,46;0;1
2024-06-20 23:00:00Z;0,13;0;1
2024-06-21 23:00:00Z;0;0;1
2024-06-22 23:00:00Z;7,54001;0;1
2024-06-23 23:00:00Z;0;0;1
2024-06-24 23:00:00Z;0;0;1
2024-06-25 23:00:00Z;0;0;1
2024-06-26 23:00:00Z;0;0;1
2024-06-27 23:00:00Z;4,25;0;1
2024-06-28 23:00:00Z;10,17;0;1
2024-06-29 23:00:00Z;0,05;0;1
2024-06-30 23:00:00Z;0;0;1
2024-07-01 23:00:00Z;-10000000000;0;1
2024-07-02 23:00:00Z;0;0;1
2024-07-03 23:00:00Z;0;0;1
2024-07-04 23:00:00Z;15,36001;0;1
2024-07-05 23:00:00Z;1,45;0;1
2024-07-06 23:00:00Z;4,18;0;1
2024-07-07 23:00:00Z;14,65;0;1
2024-07-08 23:00:00Z;0;0;1
2024-07-09 23:00:00Z;0;0;1
2024-07-10 23:00:00Z;12,83;0;1
2024-07-11 23:00:00Z;0;0;1
2024-07-12 23:00:00Z;0;0;1
2024-07-13 23:00:00Z;0;0;1
2024-07-14 23:00:00Z;19,57;0;1
2024-07-15 23:00:00Z;2,77;0;1
2024-07-16 23:00:00Z;1,33;0;1
2024-07-17 23:00:00Z;5,080003;0;1
2024-07-18 23:00:00Z;0;0;1
2024-07-19 23:00:00Z;0;0;1
2024-07-20 23:00:00Z;0;0;1
2024-07-21 23:00:00Z;0;0;1
2024-07-22 23:00:00Z;7,130007;0;1
2024-07-23 23:00:00Z;0;0;1
2024-07-24 23:00:00Z;2,430001;0;1
2024-07-25 23:00:00Z;0,8599999;0;1
2024-07-26 23:00:00Z;22,69;0;1
2024-07-27 23:00:00Z;4,720002;0;1
2024-07-28 23:00:00Z;0,7;0;1
2024-07-29 23:00:00Z;0;0;1
2024-07-30 23:00:00Z;0;0;1
2024-07-31 23:00:00Z;0,009999998;0;1
2024-08-01 23:00:00Z;-10000000000;0;1
2024-08-02 23:00:00Z;0;0;1
2024-08-03 23:00:00Z;0;0;1
2024-08-04 23:00:00Z;31,52998;0;1
2024-08-05 23:00:00Z;0;0;1
2024-08-06 23:00:00Z;0;0;1
2024-08-07 23:00:00Z;3,25;0;1
2024-08-08 23:00:00Z;0,02;0;1
2024-08-09 23:00:00Z;5,25;0;1
2024-08-10 23:00:00Z;0;0;1
2024-08-11 23:00:00Z;0;0;1
2024-08-12 23:00:00Z;0;0;1
2024-08-13 23:00:00Z;0,05000001;0;1
2024-08-14 23:00:00Z;2,299999;0;1
2024-08-15 23:00:00Z;12,85;0;1
2024-08-16 23:00:00Z;0;0;1
2024-08-17 23:00:00Z;0;0;1
2024-08-18 23:00:00Z;0;0;1
2024-08-19 23:00:00Z;0;0;1
2024-08-20 23:00:00Z;4,420002;0;1
2024-08-21 23:00:00Z;14,24;0;1
2024-08-22 23:00:00Z;9,660006;0;1
2024-08-23 23:00:00Z;15,01;0;1
2024-08-24 23:00:00Z;5,480003;0;1
2024-08-25 23:00:00Z;0,15;0;1
2024-08-26 23:00:00Z;0,3699999;0;1
2024-08-27 23:00:00Z;0,12;0;1
2024-08-28 23:00:00Z;0;0;1
2024-08-29 23:00:00Z;3,929999;0;1
2024-08-30 23:00:00Z;0;0;1
2024-08-31 23:00:00Z;0;0;1
2024-09-01 23:00:00Z;-10000000000;0;1
2024-09-02 23:00:00Z;16,08;0;1
2024-09-03 23:00:00Z;6,099998;0;1
2024-09-04 23:00:00Z;8,45;0;1
2024-09-05 23:00:00Z;0;0;1
2024-09-06 23:00:00Z;0;0;1
2024-09-07 23:00:00Z;0;0;1
2024-09-08 23:00:00Z;0;0;1
2024-09-09 23:00:00Z;0;0;1
2024-09-10 23:00:00Z;0;0;1
2024-09-11 23:00:00Z;0;0;1
2024-09-12 23:00:00Z;0;0;1
2024-09-13 23:00:00Z;0;0;1
2024-09-14 23:00:00Z;0;0;1
2024-09-15 23:00:00Z;0;0;1
2024-09-16 23:00:00Z;0;0;1
2024-09-17 23:00:00Z;0;0;1
2024-09-18 23:00:00Z;0;0;1
2024-09-19 23:00:00Z;0;0;1
2024-09-20 23:00:00Z;0;0;1
2024-09-21 23:00:00Z;0;0;1
2024-09-22 23:00:00Z;0;0;1
2024-09-23 23:00:00Z;0;0;1
2024-09-24 23:00:00Z;0;0;1
2024-09-25 23:00:00Z;0;0;1
2024-09-26 23:00:00Z;0;0;1
2024-09-27 23:00:00Z;0;0;1
2024-09-28 23:00:00Z;0;0;1
2024-09-29 23:00:00Z;0;0;1
2024-09-30 23:00:00Z;0;0;1
2024-10-01 23:00:00Z;-10000000000;0;1
2024-10-02 23:00:00Z;0;0;1
2024-10-03 23:00:00Z;0;0;1
2024-10-04 23:00:00Z;0;0;1
2024-10-05 23:00:00Z;0;0;1
2024-10-06 23:00:00Z;0;0;1
2024-10-07 23:00:00Z;6,749999;0;1
2024-10-08 23:00:00Z;6,36;0;1
2024-10-09 23:00:00Z;6,900002;0;1
2024-10-10 23:00:00Z;23,64998;0;1
2024-10-11 23:00:00Z;0,21;0;1
2024-10-12 23:00:00Z;8,220002;0;1
2024-10-13 23:00:00Z;0,23;0;1
2024-10-14 23:00:00Z;0;0;1
2024-10-15 23:00:00Z;0;0;1
2024-10-16 23:00:00Z;0;0;1
2024-10-17 23:00:00Z;7,930006;0;1
