#Vega Scene - Grønt tak, 6.96.0, Vannføring, dogn
Tidspunkt;Vannføring (m³/s);Korrigert;Kontrollert
2020-06-28 11:00:00Z;3,85E-05;0;1
2020-06-29 11:00:00Z;5,114588E-06;0;1
2020-06-30 11:00:00Z;3,881949E-06;0;1
2020-07-01 11:00:00Z;1,420137E-06;0;1
2020-07-02 11:00:00Z;9,999992E-07;0;1
2020-07-03 11:00:00Z;9,652774E-07;0;1
2020-07-04 11:00:00Z;9,861104E-07;0;1
2020-07-05 11:00:00Z;4,501041E-05;0;1
2020-07-06 11:00:00Z;1,232638E-05;0;1
2020-07-07 11:00:00Z;5,26042E-06;0;1
2020-07-08 11:00:00Z;1,908333E-05;0;1
2020-07-09 11:00:00Z;4,767365E-06;0;1
2020-07-10 11:00:00Z;1,093749E-06;0;1
2020-07-11 11:00:00Z;9,513882E-07;0;1
2020-07-12 11:00:00Z;9,444439E-07;0;1
2020-07-13 11:00:00Z;9,722215E-07;0;1
2020-07-14 11:00:00Z;2,204862E-06;0;1
2020-07-15 11:00:00Z;2,565972E-06;0;1
2020-07-16 11:00:00Z;1,041666E-06;0;1
2020-07-17 11:00:00Z;1,013888E-06;0;1
2020-07-18 11:00:00Z;1,309027E-06;0;1
2020-07-19 11:00:00Z;3,084028E-05;0;1
2020-07-20 11:00:00Z;8,819444E-06;0;1
2020-07-21 11:00:00Z;1,559029E-06;0;1
2020-07-22 11:00:00Z;1,013888E-06;0;1
2020-07-23 11:00:00Z;9,930548E-07;0;1
2020-07-24 11:00:00Z;9,722216E-07;0;1
2020-07-25 11:00:00Z;9,999993E-07;0;1
2020-07-26 11:00:00Z;4,03368E-05;0;1
2020-07-27 11:00:00Z;2,109375E-05;0;1
2020-07-28 11:00:00Z;5,069792E-05;0;1
2020-07-29 11:00:00Z;9,718403E-05;0;1
2020-07-30 11:00:00Z;8,392364E-06;0;1
2020-07-31 11:00:00Z;1,371526E-06;0;1
2020-08-01 11:00:00Z;1,020833E-06;0;1
2020-08-02 11:00:00Z;2,444446E-06;0;1
2020-08-03 11:00:00Z;1,722225E-06;0;1
2020-08-04 11:00:00Z;9,756938E-07;0;1
2020-08-05 11:00:00Z;3,743055E-06;0;1
2020-08-06 11:00:00Z;2,13889E-06;0;1
2020-08-07 11:00:00Z;1,003471E-06;0;1
2020-08-08 11:00:00Z;1,027777E-06;0;1
2020-08-09 11:00:00Z;1,013888E-06;0;1
2020-08-10 11:00:00Z;1,020833E-06;0;1
2020-08-11 11:00:00Z;1,034721E-06;0;1
2020-08-12 11:00:00Z;1,034721E-06;0;1
2020-08-13 11:00:00Z;1,347222E-06;0;1
2020-08-14 11:00:00Z;1,826392E-06;0;1
2020-08-15 11:00:00Z;1,052082E-06;0;1
2020-08-16 11:00:00Z;1,045138E-06;0;1
2020-08-17 11:00:00Z;1,041666E-06;0;1
2020-08-18 11:00:00Z;1,027777E-06;0;1
2020-08-19 11:00:00Z;1,055555E-06;0;1
2020-08-20 11:00:00Z;1,062499E-06;0;1
2020-08-21 11:00:00Z;5,711805E-06;0;1
2020-08-22 11:00:00Z;9,149308E-06;0;1
2020-08-23 11:00:00Z;2,814236E-05;0;1
2020-08-24 11:00:00Z;5,517363E-06;0;1
2020-08-25 11:00:00Z;1,055554E-06;0;1
2020-08-26 11:00:00Z;9,722218E-07;0;1
2020-08-27 11:00:00Z;9,374996E-07;0;1
2020-08-28 11:00:00Z;9,097218E-07;0;1
2020-08-29 11:00:00Z;9,513885E-07;0;1
2020-08-30 11:00:00Z;9,444439E-07;0;1
2020-08-31 11:00:00Z;9,444439E-07;0;1
2020-09-01 11:00:00Z;9,583327E-07;0;1
2020-09-02 11:00:00Z;9,791661E-07;0;1
2020-09-03 11:00:00Z;9,44444E-07;0;1
2020-09-04 11:00:00Z;1,312498E-06;0;1
2020-09-05 11:00:00Z;1,020833E-06;0;1
2020-09-06 11:00:00Z;1,041666E-06;0;1
2020-09-07 11:00:00Z;1,302083E-06;0;1
2020-09-08 11:00:00Z;1,434026E-06;0;1
2020-09-09 11:00:00Z;6,843754E-06;0;1
2020-09-10 11:00:00Z;1,163193E-06;0;1
2020-09-11 11:00:00Z;1,027777E-06;0;1
2020-09-12 11:00:00Z;9,999994E-07;0;1
2020-09-13 11:00:00Z;9,722213E-07;0;1
2020-09-14 11:00:00Z;1,020832E-06;0;1
2020-09-15 11:00:00Z;1,006944E-06;0;1
2020-09-16 11:00:00Z;9,166664E-07;0;1
2020-09-17 11:00:00Z;9,791657E-07;0;1
2020-09-18 11:00:00Z;9,999991E-07;0;1
2020-09-19 11:00:00Z;1,027777E-06;0;1
2020-09-20 11:00:00Z;1,006944E-06;0;1
2020-09-21 11:00:00Z;1,006944E-06;0;1
2020-09-22 11:00:00Z;9,930548E-07;0;1
2020-09-23 11:00:00Z;2,784723E-06;0;1
2020-09-24 11:00:00Z;5,275348E-05;0;1
2020-09-25 11:00:00Z;3,604173E-06;0;1
2020-09-26 11:00:00Z;0,0001470833;0;1
2020-09-27 11:00:00Z;1,318403E-05;0;1
2020-09-28 11:00:00Z;4,451391E-06;0;1
2020-09-29 11:00:00Z;1,163542E-05;0;1
2020-09-30 11:00:00Z;6,857637E-06;0;1
2020-10-01 11:00:00Z;2,927083E-06;0;1
2020-10-02 11:00:00Z;1,357637E-06;0;1
2020-10-03 11:00:00Z;9,999993E-07;0;1
2020-10-04 11:00:00Z;5,431598E-05;0;1
2020-10-05 11:00:00Z;6,042015E-05;0;1
2020-10-06 11:00:00Z;8,487501E-05;0;1
2020-10-07 11:00:00Z;0,0001105938;0;1
2020-10-08 11:00:00Z;2,917013E-05;0;1
2020-10-09 11:00:00Z;2,093055E-05;0;1
2020-10-10 11:00:00Z;0,0001988645;0;1
2020-10-11 11:00:00Z;4,030554E-05;0;1
2020-10-12 11:00:00Z;6,913192E-06;0;1
2020-10-13 11:00:00Z;3,565978E-06;0;1
2020-10-14 11:00:00Z;2,076388E-06;0;1
2020-10-15 11:00:00Z;1,211804E-06;0;1
2020-10-16 11:00:00Z;1,072916E-06;0;1
2020-10-17 11:00:00Z;1,055555E-06;0;1
2020-10-18 11:00:00Z;9,652773E-07;0;1
2020-10-19 11:00:00Z;9,999991E-07;0;1
2020-10-20 11:00:00Z;0,0001773924;0;1
2020-10-21 11:00:00Z;9,550351E-05;0;1
2020-10-22 11:00:00Z;8,51111E-05;0;1
2020-10-23 11:00:00Z;5,387845E-05;0;1
2020-10-24 11:00:00Z;1,605209E-05;0;1
2020-10-25 11:00:00Z;0,0001502882;0;1
2020-10-26 11:00:00Z;0,0002006944;0;1
2020-10-27 11:00:00Z;0,0002343645;0;1
2020-10-28 11:00:00Z;3,799306E-05;0;1
2020-10-29 11:00:00Z;1,107291E-05;0;1
2020-10-30 11:00:00Z;6,118056E-06;0;1
2020-10-31 11:00:00Z;2,935069E-05;0;1
2020-11-01 11:00:00Z;5,22118E-05;0;1
2020-11-02 11:00:00Z;9,463891E-05;0;1
2020-11-03 11:00:00Z;9,038202E-06;0;1
2020-11-04 11:00:00Z;4,468745E-06;0;1
2020-11-05 11:00:00Z;3,12153E-06;0;1
2020-11-06 11:00:00Z;2,322913E-06;0;1
2020-11-07 11:00:00Z;2,197914E-06;0;1
2020-11-08 11:00:00Z;1,979165E-06;0;1
2020-11-09 11:00:00Z;1,857639E-06;0;1
2020-11-10 11:00:00Z;1,78125E-06;0;1
2020-11-11 11:00:00Z;3,263889E-06;0;1
2020-11-12 11:00:00Z;8,420147E-06;0;1
2020-11-13 11:00:00Z;5,059026E-06;0;1
2020-11-14 11:00:00Z;3,314236E-05;0;1
2020-11-15 11:00:00Z;8,19757E-05;0;1
2020-11-16 11:00:00Z;0,0001460903;0;1
2020-11-17 11:00:00Z;4,418402E-05;0;1
2020-11-18 11:00:00Z;1,515625E-05;0;1
2020-11-19 11:00:00Z;9,968751E-06;0;1
2020-11-20 11:00:00Z;3,98959E-06;0;1
2020-11-21 11:00:00Z;4,914236E-05;0;1
2020-11-22 11:00:00Z;1,002778E-05;0;1
2020-11-23 11:00:00Z;4,812494E-06;0;1
2020-11-24 11:00:00Z;3,958331E-06;0;1
2020-11-25 11:00:00Z;3,864581E-06;0;1
2020-11-26 11:00:00Z;2,920139E-06;0;1
2020-11-27 11:00:00Z;1,239582E-06;0;1
2020-11-28 11:00:00Z;5,451389E-07;0;1
2020-11-29 11:00:00Z;6,631944E-07;0;1
2020-11-30 11:00:00Z;1,032639E-05;0;1
2020-12-01 11:00:00Z;4,071875E-05;0;1
2020-12-02 11:00:00Z;1,254166E-05;0;1
2020-12-03 11:00:00Z;3,409722E-05;0;1
2020-12-04 11:00:00Z;2,383333E-05;0;1
2020-12-05 11:00:00Z;1,584722E-05;0;1
2020-12-06 11:00:00Z;1,725347E-05;0;1
2020-12-07 11:00:00Z;3,141668E-05;0;1
2020-12-08 11:00:00Z;8,334027E-05;0;1
2020-12-09 11:00:00Z;3,469099E-05;0;1
2020-12-10 11:00:00Z;4,252778E-05;0;1
2020-12-11 11:00:00Z;1,387499E-05;0;1
2020-12-12 11:00:00Z;7,388899E-06;0;1
2020-12-13 11:00:00Z;6,413194E-06;0;1
2020-12-14 11:00:00Z;4,742361E-05;0;1
2020-12-15 11:00:00Z;0,0001515973;0;1
2020-12-16 11:00:00Z;1,729515E-05;0;1
2020-12-17 11:00:00Z;7,078471E-05;0;1
2020-12-18 11:00:00Z;4,956598E-05;0;1
2020-12-19 11:00:00Z;4,640973E-05;0;1
2020-12-20 11:00:00Z;2,965972E-05;0;1
2020-12-21 11:00:00Z;1,373958E-05;0;1
2020-12-22 11:00:00Z;3,114583E-05;0;1
2020-12-23 11:00:00Z;1,124653E-05;0;1
2020-12-24 11:00:00Z;3,194446E-06;0;1
2020-12-25 11:00:00Z;7,534721E-07;0;1
2020-12-26 11:00:00Z;1,391667E-05;0;1
2020-12-27 11:00:00Z;0,0003277222;0;1
2020-12-28 11:00:00Z;0,0001702465;0;1
2020-12-29 11:00:00Z;4,593057E-05;0;1
2020-12-30 11:00:00Z;5,711112E-05;0;1
2020-12-31 11:00:00Z;1,498959E-05;0;1
2021-01-01 11:00:00Z;7,670138E-06;0;1
2021-01-02 11:00:00Z;6,486118E-06;0;1
2021-01-03 11:00:00Z;3,930561E-06;0;1
2021-01-04 11:00:00Z;8,506948E-07;0;1
2021-01-05 11:00:00Z;4,201389E-07;0;1
2021-01-06 11:00:00Z;4,6875E-07;0;1
2021-01-07 11:00:00Z;4,236111E-07;0;1
2021-01-08 11:00:00Z;3,958334E-07;0;1
2021-01-09 11:00:00Z;5,590277E-07;0;1
2021-01-10 11:00:00Z;6,145832E-07;0;1
2021-01-11 11:00:00Z;6,354166E-07;0;1
2021-01-12 11:00:00Z;6,770832E-07;0;1
2021-01-13 11:00:00Z;6,874999E-07;0;1
2021-01-14 11:00:00Z;6,42361E-07;0;1
2021-01-15 11:00:00Z;7,342658E-07;0;1
2021-01-16 11:00:00Z;5,434025E-07;0;1
2021-01-17 11:00:00Z;5,399303E-07;0;1
2021-01-18 11:00:00Z;6,010561E-07;0;1
2021-01-19 11:00:00Z;6,777776E-07;0;1
2021-01-20 11:00:00Z;1,017014E-06;0;1
2021-01-21 11:00:00Z;9,303714E-05;0;1
2021-01-22 11:00:00Z;8,750607E-05;0;1
2021-01-23 11:00:00Z;1,585E-05;0;1
2021-01-24 11:00:00Z;3,80243E-06;0;1
2021-01-25 11:00:00Z;1,621875E-06;0;1
2021-01-26 11:00:00Z;7,979173E-07;0;1
2021-01-27 11:00:00Z;4,619715E-07;0;1
2021-01-28 11:00:00Z;4,322916E-07;0;1
2021-01-29 11:00:00Z;4,802081E-07;0;1
2021-01-30 11:00:00Z;5,906247E-07;0;1
2021-01-31 11:00:00Z;7,34375E-07;0;1
2021-02-01 11:00:00Z;7,784724E-07;0;1
